date,open,high,low,close,volume,iso_week
2014-10-27,354.777008,358.63198900000003,349.80899,352.989014,13033000,2014-44
2014-10-28,353.214996,359.98400899999996,352.678986,357.61801099999997,7845880,2014-44
2014-10-29,357.088989,357.833008,335.342987,335.591003,18192700,2014-44
2014-10-30,335.70901499999997,350.91299399999997,335.071991,345.304993,30177900,2014-44
2014-10-31,345.009003,348.045013,337.141998,338.321014,12545400,2014-44
2014-11-01,338.649994,340.528992,321.054993,325.74899300000004,16677200,2014-44
2014-11-02,326.075012,329.049988,320.62600699999996,325.891998,8603620,2014-44
2014-11-03,325.569,334.00201400000003,325.48098799999997,327.553986,12948500,2014-45
2014-11-04,327.161011,331.766998,325.076996,330.492004,15655500,2014-45
2014-11-05,330.683014,343.368988,330.683014,339.485992,19817200,2014-45
2014-11-06,339.458008,352.966003,338.424011,349.290009,18797000,2014-45
2014-11-07,349.817993,352.73199500000004,341.77600099999995,342.415009,16834200,2014-45
2014-11-08,342.153992,347.032013,342.153992,345.488007,8535470,2014-45
2014-11-09,345.37600699999996,363.62600699999996,344.255005,363.264008,24205600,2014-45
2014-11-10,362.265015,374.81601,357.56100499999997,366.924011,30450100,2014-46
2014-11-11,365.85699500000004,371.309998,363.734985,367.695007,15838900,2014-46
2014-11-12,367.984985,429.717987,367.984985,423.56100499999997,45783200,2014-46
2014-11-13,427.27300999999994,457.092987,401.12298599999997,420.73498499999994,58945000,2014-46
2014-11-14,418.416992,419.25201400000003,384.789001,397.817993,29589200,2014-46
2014-11-15,399.649994,405.528015,371.007996,376.132996,15727500,2014-46
2014-11-16,374.730011,390.799011,374.60199,387.88198900000003,11905600,2014-46
2014-11-17,388.34899900000005,410.199005,377.50201400000003,387.40799,41518800,2014-47
2014-11-18,387.785004,392.402008,371.117004,375.197998,32222500,2014-47
2014-11-19,373.89599599999997,386.48098799999997,373.89599599999997,380.554993,18931800,2014-47
2014-11-20,380.307007,382.024994,356.781006,357.839996,25233200,2014-47
2014-11-21,357.878998,357.878998,344.112,350.847992,29850100,2014-47
2014-11-22,351.60400400000003,364.841003,350.877991,352.920013,15273000,2014-47
2014-11-23,353.174988,370.84500099999997,353.174988,367.572998,15151600,2014-47
2014-11-24,366.947998,387.20901499999997,366.669006,376.90100099999995,30930100,2014-48
2014-11-25,376.885986,394.700989,374.783997,375.347992,25442200,2014-48
2014-11-26,376.01901200000003,377.697998,365.81601,368.369995,18601700,2014-48
2014-11-27,370.50201400000003,373.992004,368.282013,369.670013,8748030,2014-48
2014-11-28,369.37399300000004,382.838013,358.454987,376.446991,22946500,2014-48
2014-11-29,376.152008,387.60101299999997,372.144989,375.490997,15375600,2014-48
2014-11-30,375.51001,382.527008,373.30899,378.04699700000003,9194440,2014-48
2014-12-01,378.24899300000004,383.661987,376.669006,379.244995,11763000,2014-49
2014-12-02,379.25,384.03799399999997,377.863007,381.315002,12364100,2014-49
2014-12-03,381.721985,383.02600099999995,374.346008,375.01001,13340100,2014-49
2014-12-04,375.717987,378.65499900000003,367.759003,369.60400400000003,14529600,2014-49
2014-12-05,369.441986,379.191986,365.756012,376.85400400000003,15181800,2014-49
2014-12-06,376.75698900000003,378.447998,370.945007,374.785004,7009320,2014-49
2014-12-07,374.835999,376.291992,373.274994,375.09500099999997,6491650,2014-49
2014-12-08,374.964996,376.028992,361.885986,361.908997,18898700,2014-50
2014-12-09,361.894989,363.066986,344.950989,352.218994,32915500,2014-50
2014-12-10,352.204987,352.384003,346.36499,346.36499,16427700,2014-50
2014-12-11,344.339996,361.35699500000004,338.763,350.506012,32431300,2014-50
2014-12-12,350.833008,352.983002,349.29098500000003,352.541992,16989800,2014-50
2014-12-13,352.381012,352.381012,346.588013,347.37600699999996,11675900,2014-50
2014-12-14,346.72699,353.31601,345.417999,351.63198900000003,12415200,2014-50
2014-12-15,351.360992,351.815002,344.93399,345.34500099999997,17264200,2014-51
2014-12-16,345.673004,345.85900899999996,327.06201200000004,327.06201200000004,30864900,2014-51
2014-12-17,326.855011,333.95401,315.152008,319.77600099999995,37567900,2014-51
2014-12-18,319.785004,323.70901499999997,304.23199500000004,311.39599599999997,39173000,2014-51
2014-12-19,311.178986,318.53299,306.76901200000003,317.842987,23823100,2014-51
2014-12-20,317.618988,330.325012,316.044006,329.955994,20856700,2014-51
2014-12-21,329.542999,329.628998,318.903015,320.842987,15207600,2014-51
2014-12-22,321.067993,334.117004,320.424988,331.885986,22315100,2014-52
2014-12-23,332.016998,336.286987,329.60199,334.571991,16574200,2014-52
2014-12-24,334.38501,334.740997,321.35699500000004,322.533997,15092300,2014-52
2014-12-25,322.286011,322.670013,316.958008,319.007996,9883640,2014-52
2014-12-26,319.152008,331.424011,316.62701400000003,327.924011,16410500,2014-52
2014-12-27,327.583008,328.911011,312.630005,315.863007,15185200,2014-52
2014-12-28,316.160004,320.028015,311.07800299999997,317.239014,11676600,2014-52
2014-12-29,317.700989,320.266998,312.307007,312.670013,12302500,2015-1
2014-12-30,312.718994,314.80899,309.37298599999997,310.737,12528300,2015-1
2014-12-31,310.914001,320.192993,310.210999,320.192993,13942900,2015-1
2015-01-01,320.434998,320.434998,314.002991,314.24899300000004,8036550,2015-1
2015-01-02,314.07901,315.838989,313.565002,315.032013,7860650,2015-1
2015-01-03,314.846008,315.149994,281.082001,281.082001,33054400,2015-1
2015-01-04,281.14599599999997,287.230011,257.612,264.195007,55629100,2015-1
2015-01-05,265.08401499999997,278.341003,265.08401499999997,274.47399900000005,43962800,2015-2
2015-01-06,274.610992,287.553009,272.696014,286.18899500000003,23245700,2015-2
2015-01-07,286.076996,298.753998,283.07901,294.33700600000003,24866800,2015-2
2015-01-08,294.13501,294.13501,282.174988,283.34899900000005,19982500,2015-2
2015-01-09,282.382996,291.114014,280.53299,290.40799,18718600,2015-2
2015-01-10,287.303009,288.12701400000003,273.966003,274.79599,15264300,2015-2
2015-01-11,274.608002,279.638,265.039001,265.660004,18200800,2015-2
2015-01-12,266.14599599999997,272.20300299999997,265.200012,267.79599,18880300,2015-3
2015-01-13,267.39401200000003,268.277008,219.90600600000002,225.86099199999998,72843904,2015-3
2015-01-14,223.893997,223.893997,171.509995,178.102997,97638704,2015-3
2015-01-15,176.897003,229.06700099999998,176.897003,209.84399399999998,81773504,2015-3
2015-01-16,209.070007,221.59100299999997,199.770996,208.097,38421000,2015-3
2015-01-17,207.834,211.731003,194.875,199.259995,23469700,2015-3
2015-01-18,200.050003,218.69500699999998,194.505997,210.339005,30085100,2015-3
2015-01-19,211.47099300000002,216.72799700000002,207.317993,214.86099199999998,18658300,2015-4
2015-01-20,212.906998,215.24099700000002,205.153,211.315002,24051100,2015-4
2015-01-21,211.378006,227.787994,211.212006,226.89700299999998,29924600,2015-4
2015-01-22,227.32200600000002,237.018997,226.434006,233.40600600000002,33544600,2015-4
2015-01-23,233.516998,234.84500099999997,225.19599900000003,232.878998,24621700,2015-4
2015-01-24,232.69999700000002,248.210007,230.02200299999998,247.847,24782500,2015-4
2015-01-25,247.352005,255.07400499999997,243.88999900000002,253.718002,33582700,2015-4
2015-01-26,254.07899500000002,309.384003,254.07899500000002,273.472992,106794000,2015-5
2015-01-27,273.166992,275.480011,250.653,263.475006,44399000,2015-5
2015-01-28,263.35101299999997,266.535004,227.04600499999998,233.914993,44352200,2015-5
2015-01-29,233.348007,238.705994,220.712006,233.513,32213400,2015-5
2015-01-30,232.77200299999998,242.850998,225.839005,226.42500299999998,26605200,2015-5
2015-01-31,226.440994,233.503998,216.309006,217.464005,23348200,2015-5
2015-02-01,216.867004,231.57400499999997,212.01499900000002,226.972,29128500,2015-5
2015-02-02,226.49099700000002,242.17500299999998,222.65899700000003,238.229004,30612100,2015-6
2015-02-03,237.45399500000002,245.957001,224.483002,227.268005,40783700,2015-6
2015-02-04,227.511002,230.05799900000002,221.11300699999998,226.85299700000002,26594300,2015-6
2015-02-05,227.664993,239.40499900000003,214.725006,217.11099199999998,22516400,2015-6
2015-02-06,216.923004,230.50999500000003,216.231995,222.266006,24435300,2015-6
2015-02-07,222.632996,230.298996,222.606995,227.753998,21604200,2015-6
2015-02-08,227.69299300000003,229.438004,221.076996,223.41200299999997,17145200,2015-6
2015-02-09,223.38900800000002,223.977005,217.018997,220.11000099999998,27791300,2015-7
2015-02-10,220.281998,221.80700699999997,215.332001,219.839005,21115100,2015-7
2015-02-11,219.731995,223.40600600000002,218.07400499999997,219.184998,17201900,2015-7
2015-02-12,219.20799300000002,222.19900499999997,217.613998,221.76400800000002,15206200,2015-7
2015-02-13,221.96899399999998,240.25900299999998,221.26199300000002,235.42700200000002,42744400,2015-7
2015-02-14,235.528,259.808014,235.528,257.321014,49732500,2015-7
2015-02-15,257.50698900000003,265.610992,227.684006,234.82499700000002,56552400,2015-7
2015-02-16,234.82499700000002,239.520996,229.02200299999998,233.843002,28153700,2015-8
2015-02-17,233.42199700000003,245.774994,232.313995,243.61000099999998,27363100,2015-8
2015-02-18,243.77999900000003,244.251007,232.33999599999999,236.326004,25200800,2015-8
2015-02-19,236.41000400000001,242.67199700000003,235.59199500000003,240.28300499999997,18270500,2015-8
2015-02-20,240.251007,247.100998,239.298996,243.77900699999998,23876700,2015-8
2015-02-21,243.751999,255.32000699999998,243.184006,244.53399700000003,12284200,2015-8
2015-02-22,244.544006,246.391998,233.850998,235.977005,19527000,2015-8
2015-02-23,235.99499500000002,240.108994,232.42100499999998,238.891998,16400000,2015-9
2015-02-24,238.998001,239.90100099999998,236.401993,238.73500099999998,14200400,2015-9
2015-02-25,238.88999900000002,239.33999599999999,235.52999900000003,237.47000099999997,11496200,2015-9
2015-02-26,237.337006,237.710007,234.257004,236.42599500000003,13619400,2015-9
2015-02-27,236.436005,256.653015,236.436005,253.82800299999997,44013900,2015-9
2015-02-28,253.520004,254.69200099999998,249.479004,254.263,13949300,2015-9
2015-03-01,254.28300499999997,261.660004,245.93299900000002,260.201996,25213700,2015-9
2015-03-02,260.35699500000004,276.300995,258.31298799999996,275.670013,40465700,2015-10
2015-03-03,275.04599,285.79599,268.161011,281.701996,50461300,2015-10
2015-03-04,281.98999,284.225006,268.12600699999996,273.09201,41383000,2015-10
2015-03-05,272.739014,281.666992,264.76901200000003,276.178009,41302400,2015-10
2015-03-06,275.600006,277.608002,270.015015,272.722992,28918900,2015-10
2015-03-07,272.294006,277.85400400000003,270.132996,276.260986,17825900,2015-10
2015-03-08,276.433014,277.858002,272.565002,274.35400400000003,22067900,2015-10
2015-03-09,274.81201200000004,292.700989,273.89300499999996,289.60699500000004,59178200,2015-11
2015-03-10,289.862,300.044006,289.74301099999997,291.76001,67770800,2015-11
2015-03-11,291.524994,297.39099100000004,290.507996,296.378998,33963900,2015-11
2015-03-12,296.12701400000003,297.088013,292.41299399999997,294.35400400000003,32585200,2015-11
2015-03-13,294.11801099999997,294.49798599999997,285.33700600000003,285.33700600000003,31421500,2015-11
2015-03-14,284.441986,286.34201,280.97601299999997,281.88501,22612300,2015-11
2015-03-15,281.424988,286.528992,280.996002,286.39300499999996,11970100,2015-11
2015-03-16,285.684998,294.112,285.684998,290.592987,21516100,2015-12
2015-03-17,290.59500099999997,292.36499,284.37399300000004,285.505005,21497200,2015-12
2015-03-18,285.066986,285.335999,249.86999500000002,256.299011,57008000,2015-12
2015-03-19,255.88000499999998,264.243988,248.636002,260.928009,52732000,2015-12
2015-03-20,260.955994,264.847992,259.161987,261.74899300000004,18456700,2015-12
2015-03-21,261.64401200000003,262.196014,255.649994,260.024994,17130100,2015-12
2015-03-22,259.916992,269.747009,259.589996,267.959991,18438100,2015-12
2015-03-23,267.894989,277.29699700000003,261.744995,266.73999,22811900,2015-13
2015-03-24,266.576996,267.002991,244.15499900000003,245.59500099999997,40073700,2015-13
2015-03-25,247.472,249.190002,236.51499900000002,246.19700600000002,35866900,2015-13
2015-03-26,246.27600099999998,254.354004,244.90499900000003,248.531998,25730000,2015-13
2015-03-27,248.565994,256.81100499999997,245.21299700000003,247.02900699999998,17274900,2015-13
2015-03-28,246.975006,254.205002,246.975006,252.798004,16040900,2015-13
2015-03-29,252.74000499999997,253.13900800000002,240.850006,242.71299700000003,21699400,2015-13
2015-03-30,242.878998,249.242004,239.214005,247.52600099999998,23009600,2015-14
2015-03-31,247.45399500000002,248.729996,242.738998,244.22399900000002,22672000,2015-14
2015-04-01,244.223007,247.541,241.16000400000001,247.27200299999998,22877200,2015-14
2015-04-02,247.089005,254.46099900000002,245.416,253.00500499999998,26272600,2015-14
2015-04-03,253.07400499999997,256.042999,251.878998,254.32200600000002,23146600,2015-14
2015-04-04,254.291,255.257996,251.100006,253.69700600000002,12493500,2015-14
2015-04-05,253.761002,260.674988,251.94200099999998,260.597992,19649200,2015-14
2015-04-06,260.721008,261.798004,254.57499700000002,255.492004,20034200,2015-15
2015-04-07,255.274002,255.80499300000002,252.205002,253.17999300000002,18467400,2015-15
2015-04-08,253.063995,253.847,244.21499599999999,245.02200299999998,30086400,2015-15
2015-04-09,244.751007,246.117996,239.399994,243.67599500000003,21643500,2015-15
2015-04-10,243.694,243.694,232.770996,236.07200600000002,28882000,2015-15
2015-04-11,236.016006,239.53700299999997,234.17500299999998,236.55200200000002,16365200,2015-15
2015-04-12,236.53500400000001,237.72799700000002,233.49499500000002,236.153,12387900,2015-15
2015-04-13,235.94999700000002,236.934998,221.996002,224.587006,31181800,2015-16
2015-04-14,224.75900299999998,224.975998,216.32299799999998,219.15899700000003,31719000,2015-16
2015-04-15,219.07299799999998,223.83299300000002,218.649002,223.83299300000002,22562000,2015-16
2015-04-16,223.91700699999998,229.67199700000003,223.91700699999998,228.57299799999998,24805400,2015-16
2015-04-17,228.57499700000002,228.90600600000002,221.94200099999998,222.882004,20429800,2015-16
2015-04-18,222.85299700000002,224.315994,220.876007,223.356003,12939000,2015-16
2015-04-19,223.455994,226.35299700000002,222.373001,222.600006,15021500,2015-16
2015-04-20,222.612,226.350998,221.977005,224.626007,18364700,2015-17
2015-04-21,224.61999500000002,235.268997,224.30099500000003,235.268997,24978000,2015-17
2015-04-22,235.602005,237.90899700000003,233.475998,234.17599500000003,23847900,2015-17
2015-04-23,234.05299399999998,236.475006,233.19900499999997,236.462006,17036000,2015-17
2015-04-24,235.97000099999997,236.30499300000002,229.93299900000002,231.268005,21448700,2015-17
2015-04-25,231.23500099999998,232.561005,226.337006,226.38999900000002,13957200,2015-17
2015-04-26,226.41000400000001,226.944,214.873993,219.42999300000002,28943700,2015-17
2015-04-27,219.42900099999997,233.30499300000002,218.022995,229.285995,38574000,2015-18
2015-04-28,228.96899399999998,229.49499500000002,223.069,225.854996,21469200,2015-18
2015-04-29,225.59100299999997,227.039993,223.42999300000002,225.80799900000002,18936500,2015-18
2015-04-30,225.69299300000003,239.563004,224.992996,236.145004,33818600,2015-18
2015-05-01,235.938995,238.96600299999997,232.07899500000002,232.07899500000002,18815300,2015-18
2015-05-02,232.34100299999997,235.727005,232.34100299999997,234.92999300000002,12535500,2015-18
2015-05-03,234.88000499999998,243.24000499999997,234.08299300000002,240.358002,18494100,2015-18
2015-05-04,240.356003,242.638,237.809998,239.018005,21223400,2015-19
2015-05-05,238.852005,239.20399500000002,232.05400099999997,236.121002,23929100,2015-19
2015-05-06,236.248993,236.45399500000002,229.231003,229.781998,29587200,2015-19
2015-05-07,229.66200299999997,239.104996,228.57299799999998,237.334,29064400,2015-19
2015-05-08,237.20399500000002,246.274994,236.274002,243.86300699999998,27445500,2015-19
2015-05-09,243.768997,247.80400099999997,239.63900800000002,241.832001,19790500,2015-19
2015-05-10,241.729004,244.06799300000003,238.84899900000002,240.29600499999998,15019100,2015-19
2015-05-11,240.298996,244.270004,239.376007,242.15800499999997,20892300,2015-20
2015-05-12,242.145004,242.880997,240.09899900000002,241.112,19282600,2015-20
2015-05-13,241.397995,243.70399500000002,235.044998,236.376999,27180100,2015-20
2015-05-14,236.214005,237.798996,234.05700699999997,236.92900099999997,24413700,2015-20
2015-05-15,236.955002,238.753006,236.794998,237.604996,16329400,2015-20
2015-05-16,237.643997,237.69700600000002,235.294998,236.153,11089700,2015-20
2015-05-17,236.00999500000003,238.024994,236.00999500000003,236.80200200000002,11134300,2015-20
2015-05-18,236.88699300000002,237.210007,232.460007,233.128006,16780300,2015-21
2015-05-19,233.03700299999997,234.15100099999998,231.81700099999998,231.94700600000002,14241900,2015-21
2015-05-20,231.88999900000002,234.68299900000002,231.84199500000003,234.018005,15499400,2015-21
2015-05-21,234.016006,236.242004,233.835007,235.34399399999998,15108900,2015-21
2015-05-22,235.32099900000003,240.96899399999998,235.059998,240.348007,27003000,2015-21
2015-05-23,240.285995,241.024994,238.690994,238.871994,14605000,2015-21
2015-05-24,238.975998,241.97799700000002,238.811005,240.95300299999997,11508000,2015-21
2015-05-25,240.92700200000002,241.020996,236.63699300000002,237.11000099999998,14423900,2015-22
2015-05-26,237.104004,238.242004,235.69200099999998,237.11599700000002,16425000,2015-22
2015-05-27,237.065002,238.636002,236.69500699999998,237.28300499999997,18837000,2015-22
2015-05-28,237.257004,237.82400499999997,236.651993,237.40800499999997,13829600,2015-22
2015-05-29,237.376999,237.52200299999998,235.731003,237.09599300000002,14805000,2015-22
2015-05-30,237.09199500000003,237.093002,232.04600499999998,233.34500099999997,14098600,2015-22
2015-05-31,233.13499500000003,233.251999,229.54200699999998,230.190002,14730800,2015-22
2015-06-01,230.233002,231.71299700000003,221.29600499999998,222.92599500000003,26090500,2015-23
2015-06-02,222.893997,226.416,222.419006,225.80299399999998,20459000,2015-23
2015-06-03,225.73599199999998,227.40400699999998,223.92999300000002,225.873993,17752400,2015-23
2015-06-04,225.77200299999998,226.580994,224.05400099999997,224.32400499999997,14728100,2015-23
2015-06-05,224.15400699999998,225.968002,223.17900099999997,224.951996,18056500,2015-23
2015-06-06,225.00500499999998,225.71899399999998,224.378998,225.619003,11131500,2015-23
2015-06-07,225.59599300000002,226.194,222.651993,222.880997,13318400,2015-23
2015-06-08,222.878998,229.464005,222.839005,228.488998,23378400,2015-24
2015-06-09,228.537994,230.95399500000002,227.92900099999997,229.048004,28353100,2015-24
2015-06-10,228.99499500000002,229.781998,228.00999500000003,228.80299399999998,15904800,2015-24
2015-06-11,228.854996,230.28700299999997,228.766998,229.705002,14416000,2015-24
2015-06-12,229.705002,231.05700699999997,229.313004,229.981995,14017700,2015-24
2015-06-13,229.919998,232.651993,229.210007,232.401993,13305300,2015-24
2015-06-14,232.44200099999998,234.858002,232.003998,233.542999,12165900,2015-24
2015-06-15,233.42199700000003,237.83599900000002,233.42199700000003,236.82299799999998,19912100,2015-25
2015-06-16,236.76499900000002,251.742004,236.121994,250.895004,41612000,2015-25
2015-06-17,250.82299799999998,256.852997,246.475998,249.28399700000003,43858400,2015-25
2015-06-18,249.42799399999998,252.108002,244.126999,249.007004,30980200,2015-25
2015-06-19,249.042999,250.977005,243.78700299999997,244.606003,23965300,2015-25
2015-06-20,244.52999900000003,245.82800299999997,240.626999,245.212006,20608100,2015-25
2015-06-21,245.100006,245.22399900000002,241.882004,243.944,10600900,2015-25
2015-06-22,243.96899399999998,247.91700699999998,243.77900699999998,246.99000499999997,17692500,2015-26
2015-06-23,246.92700200000002,247.30400099999997,243.132996,244.29600499999998,15108700,2015-26
2015-06-24,244.281998,244.34100299999997,240.51499900000002,240.51499900000002,17344900,2015-26
2015-06-25,240.36500499999997,243.332001,240.36500499999997,242.798996,16133100,2015-26
2015-06-26,242.604004,243.748993,241.55299399999998,243.59399399999998,13983500,2015-26
2015-06-27,243.548996,251.339005,243.117004,250.99000499999997,20488600,2015-26
2015-06-28,250.955002,251.17199700000003,247.434006,249.011002,15137600,2015-26
2015-06-29,248.72099300000002,257.173004,248.580994,257.06399500000003,34742900,2015-27
2015-06-30,257.036011,267.867004,255.94599900000003,263.071991,44533800,2015-27
2015-07-01,263.34500099999997,265.17199700000003,255.774002,258.621002,27029800,2015-27
2015-07-02,258.552002,261.631012,254.11599700000002,255.41200299999997,21551900,2015-27
2015-07-03,255.459,257.076996,253.50500499999998,256.335999,19033800,2015-27
2015-07-04,256.490997,261.457001,254.19999700000002,260.885986,15620400,2015-27
2015-07-05,260.804993,274.506012,258.700989,271.91299399999997,44156100,2015-27
2015-07-06,271.108002,277.42199700000003,267.600006,269.02999900000003,49154800,2015-28
2015-07-07,269.963013,271.341003,264.832001,266.207001,28857600,2015-28
2015-07-08,265.98199500000004,272.971008,264.385986,270.785004,36980200,2015-28
2015-07-09,270.826996,272.334991,267.085999,269.227997,40301200,2015-28
2015-07-10,269.156006,294.591003,268.802002,284.89401200000003,100390000,2015-28
2015-07-11,284.880005,298.506012,283.52999900000003,293.11499,41109900,2015-28
2015-07-12,293.140015,314.39401200000003,292.505005,310.867004,56405000,2015-28
2015-07-13,310.826996,310.947998,281.010986,292.053986,62053900,2015-29
2015-07-14,292.033997,296.147003,286.638,287.463989,28727200,2015-29
2015-07-15,288.045013,293.24798599999997,285.367004,285.82901,27486600,2015-29
2015-07-16,286.041992,291.183014,275.23999,278.088989,49482600,2015-29
2015-07-17,278.091003,280.27999900000003,272.042999,279.471985,27591400,2015-29
2015-07-18,279.330994,282.527008,274.075012,274.90100099999995,25187100,2015-29
2015-07-19,274.766998,275.670013,272.513,273.614014,15332500,2015-29
2015-07-20,273.49899300000004,278.98098799999997,272.959991,278.98098799999997,22711400,2015-30
2015-07-21,278.88198900000003,280.54699700000003,275.419006,275.833008,22930700,2015-30
2015-07-22,275.657013,277.66598500000003,274.381012,277.221985,19389800,2015-30
2015-07-23,277.341003,278.110992,275.716003,276.049011,18531300,2015-30
2015-07-24,276.005005,289.252991,275.253998,288.278015,37199400,2015-30
2015-07-25,288.164001,290.733002,286.00201400000003,288.696991,20662200,2015-30
2015-07-26,288.640015,293.052002,287.705994,292.68600499999997,16032300,2015-30
2015-07-27,292.639008,297.77398700000003,287.450012,293.62399300000004,30592000,2015-31
2015-07-28,293.632996,296.64898700000003,293.423004,294.427002,25453600,2015-31
2015-07-29,294.48400899999996,294.536011,288.777008,289.589996,24672600,2015-31
2015-07-30,289.102997,290.12600699999996,286.567993,287.721985,21635800,2015-31
2015-07-31,287.696014,288.95901499999997,282.343994,284.649994,23629100,2015-31
2015-08-01,284.68600499999997,284.932007,278.112,281.60101299999997,18995000,2015-31
2015-08-02,280.449005,283.032013,277.528992,282.614014,17722200,2015-31
2015-08-03,282.806,285.471008,280.233002,281.22699,21474100,2015-32
2015-08-04,281.225006,285.714996,281.225006,285.217987,21908700,2015-32
2015-08-05,284.846985,285.50100699999996,281.488007,281.88198900000003,20128000,2015-32
2015-08-06,281.906006,281.906006,278.403015,278.576996,18792100,2015-32
2015-08-07,278.740997,280.391998,276.365997,279.584991,42484800,2015-32
2015-08-08,279.742004,279.928009,260.709991,260.997009,58533000,2015-32
2015-08-09,261.115997,267.002991,260.467987,265.083008,23789600,2015-32
2015-08-10,265.477997,267.032013,262.596008,264.47000099999997,20979400,2015-33
2015-08-11,264.34201,270.385986,264.093994,270.385986,25433900,2015-33
2015-08-12,270.597992,270.673004,265.468994,266.37600699999996,26815400,2015-33
2015-08-13,266.183014,266.23199500000004,262.841003,264.079987,27685500,2015-33
2015-08-14,264.13198900000003,267.466003,261.477997,265.679993,27091200,2015-33
2015-08-15,265.528992,266.666992,261.29599,261.550995,19321100,2015-33
2015-08-16,261.865997,262.440002,257.04098500000003,258.50698900000003,29717000,2015-33
2015-08-17,258.48999,260.505005,257.117004,257.97601299999997,21617900,2015-34
2015-08-18,257.925995,257.99301099999997,211.07899500000002,211.07899500000002,42147200,2015-34
2015-08-19,225.67100499999998,237.40899700000003,222.766006,226.684006,60869200,2015-34
2015-08-20,226.899002,237.36500499999997,226.899002,235.350006,32275000,2015-34
2015-08-21,235.354996,236.43200699999997,231.72399900000002,232.569,23173800,2015-34
2015-08-22,232.66200299999997,234.957001,222.70399500000002,230.38999900000002,23205900,2015-34
2015-08-23,230.376007,232.705002,225.580002,228.169006,18406600,2015-34
2015-08-24,228.112,228.13900800000002,210.44299300000003,210.49499500000002,59220700,2015-35
2015-08-25,210.06799300000003,226.32099900000003,199.567001,221.608994,61089200,2015-35
2015-08-26,222.076004,231.18299900000002,220.20399500000002,225.830994,31808000,2015-35
2015-08-27,226.05000299999998,228.643005,223.684006,224.768997,21905400,2015-35
2015-08-28,224.701004,235.21899399999998,220.92599500000003,231.395996,31336600,2015-35
2015-08-29,231.548996,233.222,227.330002,229.77999900000003,17142500,2015-35
2015-08-30,229.895004,232.06799300000003,226.246994,228.761002,19412600,2015-35
2015-08-31,229.113998,231.955994,225.914993,230.056,20710700,2015-36
2015-09-01,230.255997,231.21600299999997,226.86000099999998,228.121002,20575200,2015-36
2015-09-02,228.026993,230.576996,226.475006,229.28399700000003,18760400,2015-36
2015-09-03,229.32400499999997,229.604996,226.66700699999998,227.18299900000002,17482000,2015-36
2015-09-04,227.21499599999999,230.899994,227.05099500000003,230.298004,20962400,2015-36
2015-09-05,230.19900499999997,236.143005,229.44299300000003,235.018997,20671400,2015-36
2015-09-06,234.86999500000002,242.91200299999997,234.681,239.83999599999999,25473700,2015-36
2015-09-07,239.934006,242.106003,238.722,239.847,21192200,2015-37
2015-09-08,239.84599300000002,245.78100600000002,239.67799399999998,243.606995,26879200,2015-37
2015-09-09,243.414993,244.416,237.82099900000003,238.167999,23635700,2015-37
2015-09-10,238.33599900000002,241.292999,235.791,238.477005,21215500,2015-37
