date,iso_week,close,volume,close_point_relative_normalization,volume_point_relative_normalization
2016-03-17,2016-11,420.621002,83528600,0.010044746446138175,-0.12314585227284658
2016-03-18,2016-11,409.548004,104940000,-0.016545041995544407,0.10162356680810514
2016-03-19,2016-11,410.444,58423000,-0.01439347075128028,-0.3866956961727661
2016-03-20,2016-11,413.755005,45947900,-0.0064426951366406415,-0.5176549505875536
2016-03-21,2016-12,413.307007,61655400,0.0,0.0
2016-03-22,2016-12,418.088989,66813300,0.011570048218418005,0.08365690596444098
2016-03-23,2016-12,418.040985,61444200,0.011453902111076442,-0.003425490711275847
2016-03-24,2016-12,416.394012,68346704,0.007469036207266466,0.10852746069281838
2016-03-25,2016-12,417.177002,52560000,0.009363487515226199,-0.14751992526202085
2016-03-26,2016-12,417.945007,44650400,0.011221682481661777,-0.2758071474680239
2016-03-27,2016-12,426.76501500000006,71229400,0.032561770722653316,0.1552824245727058
2016-03-28,2016-13,424.230988,68522800,0.0,0.0
2016-03-29,2016-13,416.515991,75411504,-0.018185840304527745,0.10053156029817822
2016-03-30,2016-13,414.81601,66034100,-0.022193046397638527,-0.03631929810223755
2016-03-31,2016-13,416.729004,60215200,-0.017683724697640568,-0.12123847828751888
2016-04-01,2016-13,417.959991,51235700,-0.014782034262900257,-0.25228245197219024
2016-04-02,2016-13,420.872986,45681200,-0.007915503805676738,-0.33334306245512446
2016-04-03,2016-13,420.903992,38053700,-0.00784241626403781,-0.4446563771474604
2016-04-04,2016-14,421.444,50634300,0.0,0.0
2016-04-05,2016-14,424.029999,60718000,0.006136044171942023,0.19914761337670317
2016-04-06,2016-14,423.412994,59091000,0.004672018109167508,0.16701524460691664
2016-04-07,2016-14,422.744995,57858600,0.0030869937642961087,0.14267601211036784
2016-04-08,2016-14,420.34899900000005,63454700,-0.0025982123366330434,0.25319595610090384
2016-04-09,2016-14,419.411011,49792700,-0.00482386509239674,-0.016621144165121282
2016-04-10,2016-14,421.563995,73478600,0.00028472347453023517,0.45116255186701504
2016-04-11,2016-15,422.483002,50747500,0.0,0.0
2016-04-12,2016-15,425.190002,70728800,0.00640735837225459,0.3937395930834031
2016-04-13,2016-15,423.734009,69060400,0.002961082443738272,0.3608630967042712
2016-04-14,2016-15,424.282013,45281000,0.004258185516301527,-0.10771959209813287
2016-04-15,2016-15,429.713013,54801500,0.017113140566067164,0.07988570865559885
2016-04-16,2016-15,430.571991,39392800,0.019146306387966883,-0.22374895315040155
2016-04-17,2016-15,427.398987,52125900,0.011635935592031244,0.027161929159071896
2016-04-18,2016-16,428.591003,55670900,0.0,0.0
2016-04-19,2016-16,435.509003,52810500,0.01614126276934469,-0.051380523756576646
2016-04-20,2016-16,441.389008,72890096,0.02986064782139164,0.309303352379789
2016-04-21,2016-16,449.424988,68204704,0.048610411450937585,0.22514103418482545
2016-04-22,2016-16,445.73699999999997,58804400,0.040005499135501,0.05628613871879207
2016-04-23,2016-16,450.282013,50485400,0.050610045120335956,-0.09314561108227104
2016-04-24,2016-16,458.554993,68198400,0.06991278349349761,0.22502779728727207
2016-04-25,2016-17,461.425995,87091800,0.0,0.0
2016-04-26,2016-17,466.088989,78971904,0.010105616177952914,-0.09323376023919583
2016-04-27,2016-17,444.687012,93564896,-0.036276636300042076,0.07432497663385074
2016-04-28,2016-17,449.01098600000006,74064704,-0.0269057424907323,-0.1495789040988934
2016-04-29,2016-17,455.096985,49258500,-0.013716197328674573,-0.4344071428079337
2016-04-30,2016-17,448.317993,69322600,-0.02840759329131426,-0.2040283930289648
2016-05-01,2016-17,451.875,40660100,-0.020698866348004552,-0.5331351516445866
2016-05-02,2016-18,444.669006,92127000,0.0,0.0
2016-05-03,2016-18,450.303986,59366400,0.012672302148263537,-0.3556025920739848
2016-05-04,2016-18,446.721985,50407300,0.004616870014097607,-0.4528498702877549
2016-05-05,2016-18,447.976013,50440800,0.0074370081012571365,-0.4524862418183594
2016-05-06,2016-18,459.602997,72796800,0.03358451072256652,-0.20982122504803147
2016-05-07,2016-18,458.536011,38364500,0.031185004605425393,-0.583569420473911
2016-05-08,2016-18,458.548004,40315000,0.03121197522815433,-0.5623975598901516
2016-05-09,2016-19,460.483002,55493100,0.0,0.0
2016-05-10,2016-19,450.894989,58956100,-0.02082164370531958,0.06240415475077077
2016-05-11,2016-19,452.727997,50605200,-0.01684102337397453,-0.08808122090854542
2016-05-12,2016-19,454.765991,59849300,-0.012415248717476013,0.07849984953084266
2016-05-13,2016-19,455.670013,60845000,-0.010452044872657495,0.096442620794297
2016-05-14,2016-19,455.67099,37209000,-0.010449923187392685,-0.32948420614454765
2016-05-15,2016-19,457.567993,28514000,-0.006330329213758867,-0.4861703527105171
2016-05-16,2016-20,454.162994,59171500,0.0,0.0
2016-05-17,2016-20,453.78299,64100300,-0.0008367128212124486,0.08329685743981474
2016-05-18,2016-20,454.618988,86850096,0.001004031605446043,0.46776904421892307
2016-05-19,2016-20,438.714996,96027400,-0.03401421561000195,0.6228657377284672
2016-05-20,2016-20,442.675995,81987904,-0.025292679394305795,0.38559786383647543
2016-05-21,2016-20,443.187988,42762300,-0.02416534624131006,-0.277315937571297
2016-05-22,2016-20,439.322998,39657600,-0.03267548478421389,-0.32978545414599936
2016-05-23,2016-21,444.154999,50582500,0.0,0.0
2016-05-24,2016-21,445.980988,65783100,0.004111152647411798,0.300511046310483
2016-05-25,2016-21,449.59899900000005,65231000,0.012256982387358173,0.2895962042208273
2016-05-26,2016-21,453.384003,65203800,0.020778791234543847,0.2890584688380369
2016-05-27,2016-21,473.463989,164780992,0.0659882024653291,2.2576680077101763
2016-05-28,2016-21,530.039978,181199008,0.19336713353078805,2.582246982652103
2016-05-29,2016-21,526.232971,148736992,0.18479578567120902,1.9404832105965504
2016-05-30,2016-22,533.864014,87958704,0.0,0.0
2016-05-31,2016-22,531.385986,138450000,-0.004641683902672611,0.5740341058231144
2016-06-01,2016-22,536.919983,86061800,0.005724246099869212,-0.021565847536816785
2016-06-02,2016-22,537.971985,60378200,0.007694789107849598,-0.3135619642599554
2016-06-03,2016-22,569.19397,122020000,0.06617781883309348,0.387241903882531
2016-06-04,2016-22,572.72699,94925296,0.0727956464209254,0.07920298598305853
2016-06-05,2016-22,574.97699,68874096,0.0770102028266697,-0.21697236466785597
2016-06-06,2016-23,585.5369870000002,72138896,0.0,0.0
2016-06-07,2016-23,576.596985,107770000,-0.015268039762619035,0.4939236109185814
2016-06-08,2016-23,581.64502,80265800,-0.00664683373793451,0.11265634006930192
2016-06-09,2016-23,574.630005,71301000,-0.01862731516907612,-0.011615037746072532
2016-06-10,2016-23,577.469971,66991900,-0.013777124552509568,-0.0713484165324626
2016-06-11,2016-23,606.72699,82357000,0.036189008500670194,0.14164486243315944
2016-06-12,2016-23,672.783997,277084992,0.14900341385265858,2.840992964461225
2016-06-13,2016-24,704.3759769999998,243295008,0.0,0.0
2016-06-14,2016-24,685.559021,186694000,-0.026714363655817586,-0.23264352386547937
2016-06-15,2016-24,694.4689940000002,99223800,-0.014064907554335315,-0.5921667246045591
2016-06-16,2016-24,766.307983,271633984,0.08792464255208454,0.11647989094786526
2016-06-17,2016-24,748.908997,363320992,0.06322336572248011,0.49333516945814204
2016-06-18,2016-24,756.22699,252718000,0.07361269363676803,0.03873072479974593
2016-06-19,2016-24,763.7810059999998,136184992,0.08433710254147408,-0.4402474875275698
2016-06-20,2016-25,737.226013,174511008,0.0,0.0
2016-06-21,2016-25,666.651978,309944000,-0.09572917091301825,0.7760713410124822
2016-06-22,2016-25,596.116028,266392992,-0.19140668195602584,0.5265111069669599
2016-06-23,2016-25,623.97699,253462000,-0.15361506648301082,0.4524126753081388
2016-06-24,2016-25,665.2990110000002,224316992,-0.09756438423449909,0.28540310763662546
2016-06-25,2016-25,665.1229860000002,126656000,-0.09780315090428016,-0.2742234346614971
2016-06-26,2016-25,629.367004,109225000,-0.1463038567522712,-0.3741082510966872
2016-06-27,2016-26,655.275024,122134000,0.0,0.0
2016-06-28,2016-26,647.0009769999998,138384992,-0.012626831020497109,0.1330587060114301
2016-06-29,2016-26,639.8900150000002,142456000,-0.023478705026913738,0.16639101314949145
2016-06-30,2016-26,673.336975,138980000,0.02756392406007535,0.13793046981184598
2016-07-01,2016-26,676.296021,134431008,0.03207965545776692,0.10068455958209843
2016-07-02,2016-26,703.7020259999998,112354000,0.07390332337769645,-0.08007598211800149
2016-07-03,2016-26,658.664001,129512000,0.005171839114685994,0.0604090589025168
2016-07-04,2016-27,683.6619870000002,92008400,0.0,0.0
2016-07-05,2016-27,670.6270139999998,130476000,-0.019066400133199712,0.4180879137122262
2016-07-06,2016-27,677.330994,134960992,-0.009260413947806856,0.4668333760830532
2016-07-07,2016-27,640.562012,258091008,-0.06304281329012984,1.8050809273935857
2016-07-08,2016-27,666.52301,141970000,-0.025069372476314356,0.5430112902734967
2016-07-09,2016-27,650.960022,180536000,-0.04783352829590659,0.9621686715560753
2016-07-10,2016-27,649.3599849999998,102532000,-0.05017392022996936,0.11437651344877198
2016-07-11,2016-28,647.658997,107910000,0.0,0.0
2016-07-12,2016-28,664.551025,138172992,0.02608166964134684,0.28044659438420916
2016-07-13,2016-28,654.4680179999998,131449000,0.01051328095732429,0.21813548327309795
2016-07-14,2016-28,658.0780030000002,98511400,0.016087178666955415,-0.08709665461959037
2016-07-15,2016-28,663.255005,81673104,0.024080585728356585,-0.24313683625243254
2016-07-16,2016-28,660.767029,50330200,0.0202390950495821,-0.5335909554258178
2016-07-17,2016-28,679.458984,74407904,0.049099892300268566,-0.31046331201927535
2016-07-18,2016-29,673.106018,69465000,0.0,0.0
2016-07-19,2016-29,672.864014,61203300,-0.00035953325854820584,-0.11893327575037793
2016-07-20,2016-29,665.6849980000002,94636400,-0.011025038852051638,0.3623609011732527
2016-07-21,2016-29,665.012024,60491800,-0.01202484271950155,-0.12917584395019077
2016-07-22,2016-29,650.6190190000002,134169000,-0.03340781154626338,0.9314618872813647
2016-07-23,2016-29,655.55603,69532200,-0.026073140828760222,0.0009673936514791315
2016-07-24,2016-29,661.284973,118184000,-0.01756193628326752,0.7013460015835313
2016-07-25,2016-30,654.096985,78176496,0.0,0.0
2016-07-26,2016-30,651.783997,225135008,-0.003536154504671818,1.8798298659996222
2016-07-27,2016-30,654.35199,147460992,0.0003898580880936642,0.8862573733158876
2016-07-28,2016-30,655.034973,86428400,0.0014340197577886737,0.10555479488361819
2016-07-29,2016-30,656.992004,60703500,0.004425978205663039,-0.22350702441306658
2016-07-30,2016-30,655.0469969999998,38456100,0.0014524023528403873,-0.5080861644144297
2016-07-31,2016-30,624.68103,110818000,-0.04497185535872794,0.4175360328250066
2016-08-01,2016-31,606.271973,121887000,0.0,0.0
2016-08-02,2016-31,547.465027,330932992,-0.09699763244704707,1.7150802956837072
2016-08-03,2016-31,566.35498,207982000,-0.06584007636453948,0.7063509644178625
2016-08-04,2016-31,578.289001,125292000,-0.0461558067108605,0.02793571094538394
2016-08-05,2016-31,575.0430299999998,66127900,-0.05150979162944114,-0.45746552134353946
2016-08-06,2016-31,587.778015,80797296,-0.03050439212699685,-0.3371130965566468
2016-08-07,2016-31,592.6900019999998,82398400,-0.022402439177243938,-0.3239771263547384
2016-08-08,2016-32,591.054016,61194100,0.0,0.0
2016-08-09,2016-32,587.801025,92228096,-0.005503711863790284,0.5071403288879157
2016-08-10,2016-32,592.103027,102905000,0.00177481409753244,0.681616364976362
2016-08-11,2016-32,589.119995,74514400,-0.003272156093428902,0.21767294559442818
2016-08-12,2016-32,587.559021,69218000,-0.005913156675006914,0.13112211798196238
2016-08-13,2016-32,585.5880129999998,43563000,-0.009247890805296977,-0.2881176453285529
2016-08-14,2016-32,570.473022,60851100,-0.03482083437869754,-0.005605115525843196
2016-08-15,2016-33,567.23999,57262300,0.0,0.0
2016-08-16,2016-33,577.439026,58405200,0.017980107502646225,0.019959030636212738
2016-08-17,2016-33,573.216003,54443000,0.010535246289669953,-0.04923483688220698
2016-08-18,2016-33,574.317993,59896600,0.012477968980995069,0.04600408995097993
2016-08-19,2016-33,575.630005,50631600,0.014790944129309258,-0.11579520906425345
2016-08-20,2016-33,581.697021,45301400,0.02548662163258264,-0.2088791403768273
2016-08-21,2016-33,581.307983,38299400,0.02480077788591739,-0.33115854584953797
2016-08-22,2016-34,586.7529910000002,72844000,0.0,0.0
2016-08-23,2016-34,583.414978,85349200,-0.005688957791780802,0.17167096809620563
2016-08-24,2016-34,580.182007,56328200,-0.011198893061970194,-0.22672835099665034
2016-08-25,2016-34,577.760986,136130000,-0.015325026268166342,0.8687880951073528
2016-08-26,2016-34,579.651001,48856800,-0.012103883761881318,-0.32929548075339077
2016-08-27,2016-34,569.947021,59698300,-0.02864232523358412,-0.1804637307122069
2016-08-28,2016-34,573.9119870000002,86301600,-0.021884854780399365,0.18474548349898412
2016-08-29,2016-35,574.106995,110398000,0.0,0.0
2016-08-30,2016-35,577.5029910000002,70342400,0.00591526671783571,-0.3628290367579122
2016-08-31,2016-35,575.471985,75840896,0.002377588170651146,-0.31302291708183116
2016-09-01,2016-35,572.302979,76923400,-0.0031422992851706244,-0.3032174495914781
2016-09-02,2016-35,575.5369870000002,79910800,0.002490810968084789,-0.2761571767604486
2016-09-03,2016-35,598.211975,159014000,0.04198691221311468,0.4403702965633436
2016-09-04,2016-35,608.633972,97942896,0.06014031757268512,-0.11282001485534154
2016-09-05,2016-36,606.590027,82446800,0.0,0.0
2016-09-06,2016-36,610.435974,78529104,0.006340274038168392,-0.047517866066360326
2016-09-07,2016-36,614.544006,75032400,0.013112610900211763,-0.08992950605723937
2016-09-08,2016-36,626.315979,86713000,0.032519413643442574,0.051744882760762057
2016-09-09,2016-36,622.861023,64550200,0.026823711692840035,-0.21706846111674438
2016-09-10,2016-36,623.508972,45016800,0.027891894437624742,-0.45398972428281026
2016-09-11,2016-36,606.7189940000002,73610800,0.00021260982584569987,-0.1071721400951886
2016-09-12,2016-37,608.242981,72812304,0.0,0.0
2016-09-13,2016-37,609.241028,86920600,0.00164086891452353,0.19376252672899907
2016-09-14,2016-37,610.684021,47877700,0.0040132645607957596,-0.3424504188193248
2016-09-15,2016-37,607.155029,59464600,-0.00178867990915621,-0.18331659989773152
2016-09-16,2016-37,606.973022,64963400,-0.0020879139417475656,-0.10779639660901263
2016-09-17,2016-37,605.984009,37140300,-0.003713930239336305,-0.48991725354549964
2016-09-18,2016-37,609.8740230000002,48679400,0.0026815632090297914,-0.331439917077751
2016-09-19,2016-38,609.22699,54796400,0.0,0.0
2016-09-20,2016-38,608.312012,72710896,-0.0015018671447895038,0.3269283383579944
2016-09-21,2016-38,597.148987,82776200,-0.019825127905117923,0.5106138359454271
2016-09-22,2016-38,596.2979740000002,67085300,-0.02122200134304586,0.22426473271966763
2016-09-23,2016-38,602.84198,51067000,-0.010480510720642822,-0.06805921556890604
2016-09-24,2016-38,602.625,35359500,-0.010836666970384878,-0.35471125840383677
2016-09-25,2016-38,600.8259889999998,33977800,-0.013789607384269376,-0.3799264185238447
2016-09-26,2016-39,608.0430299999998,59153800,0.0,0.0
2016-09-27,2016-39,606.166016,49422400,-0.0030869756043413465,-0.16451014136031838
2016-09-28,2016-39,604.728027,48722600,-0.005451921716790098,-0.17634031964134167
2016-09-29,2016-39,605.692993,55658600,-0.003864918902203085,-0.05908665208321362
2016-09-30,2016-39,609.7349849999998,56122400,0.002782623788977645,-0.05124607379407575
2016-10-01,2016-39,613.982971,56357000,0.009768948424587975,-0.04728014092078614
2016-10-02,2016-39,610.892029,39249800,0.0046855220098487305,-0.33647880609529734
2016-10-03,2016-40,612.132996,46798300,0.0,0.0
2016-10-04,2016-40,610.203979,49801600,-0.003151303740535516,0.06417540808106281
2016-10-05,2016-40,612.510986,68077504,0.0006174965284830858,0.4547003630473756
2016-10-06,2016-40,613.020996,56812100,0.0014506651427101946,0.21397785817006176
2016-10-07,2016-40,617.1209719999998,64071400,0.008148516797156669,0.3690967406935721
2016-10-08,2016-40,619.107971,42345900,0.011394541783530832,-0.09514020808448165
2016-10-09,2016-40,616.7520139999998,39243400,0.007545775232151941,-0.1614353512841279
2016-10-10,2016-41,618.9940190000002,67481104,0.0,0.0
2016-10-11,2016-41,641.072021,103590000,0.03566755303333502,0.5350964026907443
2016-10-12,2016-41,636.192017,92370200,0.027783787035266627,0.36883059885920066
2016-10-13,2016-41,636.786011,61620700,0.028743398892194794,-0.08684511148483876
2016-10-14,2016-41,640.3779910000002,58144600,0.03454633056801781,-0.13835730962552129
2016-10-15,2016-41,638.645996,39035400,0.03174825022016847,-0.4215358420929213
2016-10-16,2016-41,641.6309809999998,40298100,0.036570566605102384,-0.4028239372017387
2016-10-17,2016-42,639.192993,58063600,0.0,0.0
2016-10-18,2016-42,637.960022,65546700,-0.001928949493349652,0.1288776445139468
2016-10-19,2016-42,630.52002,69381696,-0.013568629654862274,0.19492583994103008
2016-10-20,2016-42,630.856995,56957300,-0.013041441460232006,-0.019053245062310986
2016-10-21,2016-42,632.8280030000002,55951000,-0.009957853214451307,-0.03638424072913149
2016-10-22,2016-42,657.294006,78556496,0.028318541032567257,0.3529387774784891
2016-10-23,2016-42,657.070984,54474600,0.02796962919773427,-0.06181153080415269
2016-10-24,2016-43,653.760986,62218200,0.0,0.0
2016-10-25,2016-43,657.5880129999998,90378800,0.005853862622508643,0.4526103294534396
2016-10-26,2016-43,678.304016,88877104,0.03754128882814678,0.42847436923601134
2016-10-27,2016-43,688.312988,96105296,0.05285112256606883,0.5446492505408385
2016-10-28,2016-43,689.651001,81145504,0.05489776197810614,0.30420847919097627
2016-10-29,2016-43,714.479004,134760992,0.09287494864369283,1.165941669800798
2016-10-30,2016-43,701.864014,100665000,0.07357892108905983,0.6179349450803784
2016-10-31,2016-44,700.971985,97064400,0.0,0.0
2016-11-01,2016-44,729.7930299999998,130527000,0.0411158300427652,0.3447463745719337
2016-11-02,2016-44,740.828979,84865200,0.05685961044505938,-0.12568150629891084
2016-11-03,2016-44,688.700012,172808000,-0.017507080543311626,0.780343771763901
2016-11-04,2016-44,703.2349849999998,99907696,0.0032283743836065693,0.0292928818392737
2016-11-05,2016-44,703.4180299999998,53752300,0.0034895046483203185,-0.4462202414067361
2016-11-06,2016-44,711.521973,59902200,0.015050513038691538,-0.38286127560671057
2016-11-07,2016-45,703.1309809999998,65047100,0.0,0.0
2016-11-08,2016-45,709.848022,79660800,0.00955304371661625,0.22466335931963144
2016-11-09,2016-45,723.27301,132429000,0.028646197570975973,1.0358939906621512
2016-11-10,2016-45,715.533997,68807800,0.017639694929045158,0.057815029417145336
2016-11-11,2016-45,716.411011,63119700,0.018886993119138662,-0.0296308367321525
2016-11-12,2016-45,705.054016,64622500,0.002734959846692142,-0.006527577709075416
2016-11-13,2016-45,702.0310059999998,80318096,-0.0015643955816533328,0.23476828329010835
2016-11-14,2016-46,705.020996,62993000,0.0,0.0
2016-11-15,2016-46,711.6190190000002,72038496,0.009358619158060133,0.14359525661581451
2016-11-16,2016-46,744.1979980000001,141294000,0.055568560684397195,1.243011128220596
2016-11-17,2016-46,740.97699,108579000,0.050999891072747605,0.7236677091105361
2016-11-18,2016-46,751.585022,87363104,0.06604629686801555,0.3868700331782897
2016-11-19,2016-46,751.616028,110608000,0.0660902757001014,0.7558776371977838
2016-11-20,2016-46,731.026001,154116000,0.03688543340913486,1.4465575540139382
2016-11-21,2016-47,739.2479860000002,60802400,0.0,0.0
2016-11-22,2016-47,751.346985,129906000,0.0163666309941084,1.1365275054932042
2016-11-23,2016-47,744.5939940000002,76543800,0.007231684226732593,0.2588943857479311
2016-11-24,2016-47,740.289001,85919296,0.0014082080975730271,0.41309053589989864
2016-11-25,2016-47,741.648987,67807600,0.0032478965725579734,0.11521255739905012
2016-11-26,2016-47,735.382019,54962700,-0.0052295942271261,-0.09604390616159886
2016-11-27,2016-47,732.034973,52601800,-0.009757230505326175,-0.13487296554083394
2016-11-28,2016-48,735.812988,61888600,0.0,0.0
2016-11-29,2016-48,735.604004,68511104,-0.0002840178189407183,0.10700684778779945
2016-11-30,2016-48,745.690979,84070800,0.013424594511234567,0.3584214217157926
2016-12-01,2016-48,756.773987,80461904,0.028486856500010482,0.3001086468267178
2016-12-02,2016-48,777.94397,127605000,0.057257730818961905,1.0618498398735792
2016-12-03,2016-48,771.155029,69547296,0.04803128182890948,0.12374970511532002
2016-12-04,2016-48,773.8720089999998,60557900,0.051723768974841544,-0.021501536631948426
2016-12-05,2016-49,758.700012,106363000,0.0,0.0
2016-12-06,2016-49,764.223999,116218000,0.007280857931500906,0.09265440049641316
2016-12-07,2016-49,768.132019,96426096,0.012431800251507141,-0.093424442710341
2016-12-08,2016-49,770.8099980000002,80111904,0.015961494409466592,-0.24680665268937507
2016-12-09,2016-49,772.794006,68705296,0.018576504253436044,-0.3540489079849196
2016-12-10,2016-49,774.650024,53843100,0.021022817645612424,-0.4937797918449085
2016-12-11,2016-49,769.731018,57313400,0.0145393512923786,-0.4611528445041979
2016-12-12,2016-50,780.086975,76571000,0.0,0.0
2016-12-13,2016-50,780.55603,81645600,0.0006012855169128528,0.06627313212573949
2016-12-14,2016-50,781.481018,75979000,0.0017870353494877644,-0.007731386556268038
2016-12-15,2016-50,778.0880129999998,81580096,-0.002562486061250091,0.06541766465110821
2016-12-16,2016-50,784.9069820000002,83608200,0.006178807177238399,0.0919042457327186
2016-12-17,2016-50,790.828979,78989800,0.013770264527234177,0.03158898277415734
2016-12-18,2016-50,790.530029,60524400,0.013387038028676246,-0.20956497890846404
2016-12-19,2016-51,792.713989,74886400,0.0,0.0
2016-12-20,2016-51,800.8759769999998,99629296,0.010296258314169693,0.33040573455260236
2016-12-21,2016-51,834.2810059999998,155576000,0.052436335900210684,1.0774933766344756
2016-12-22,2016-51,864.5399779999998,200027008,0.0906076970971681,1.671072557901034
2016-12-23,2016-51,921.984009,275564000,0.16307271196648454,2.6797602768994104
2016-12-24,2016-51,898.8220210000002,137727008,0.13385411822220306,0.8391457995043159
2016-12-25,2016-51,896.182983,143664992,0.1305250007389489,0.9184390223057859
2016-12-26,2016-52,907.609985,123771000,0.0,0.0
